Step,AgentID,behavior_count_eat_real_meat,behavior_count_eat_vegan_meat,behavioral_attitude_eat_real_meat,behavioral_attitude_eat_vegan_meat,behavioral_intention_eat_real_meat,behavioral_intention_eat_vegan_meat,subjective_norm_eat_real_meat,subjective_norm_eat_vegan_meat,friend_ids
13,1,7,6,0.21840066693790594,0.278804006037228,0.47030242685911544,0.326195090704319,0.7222041867803249,0.37358617537141003,0-3-5-6-8
13,2,5,9,0.9641141436725957,0.1055482927319038,0.7825723472611426,0.2748797166061373,0.6010305508496893,0.4442111404803708,0-4-5-8
13,3,3,7,0.9107065318651458,0.141002290679207,0.6898859719434134,0.25087885264145054,0.4690654120216809,0.3607554146036941,1-5
13,4,5,2,0.47685074199563515,0.8966216038432366,0.6055473680504926,0.7116177811547642,0.7342439941053501,0.5266139584662917,2-5-6-9
13,5,6,4,0.7197301571054558,0.4427068231701602,0.6587785675820692,0.40160201945864865,0.5978269780586825,0.3604972157471371,0-1-2-3-4-7-8-9
13,6,6,3,0.7730429406333571,0.8467056280995965,0.5898823219206887,0.6714221336821972,0.4067217032080202,0.4961386392647979,1-4-7
13,7,5,9,0.5249137006905195,0.312990307913929,0.591267155803394,0.48997974414584167,0.6576206109162683,0.6669691803777543,5-6-9
13,8,3,8,0.6242963237572023,0.19016424082098105,0.6291889898312608,0.2329253074003725,0.6340816559053192,0.275686373979764,1-2-5
13,9,6,4,0.48008873500999194,0.7114950898635063,0.5281368150465052,0.5932063735585571,0.5761848950830185,0.4749176572536078,0-4-5-7
14,0,7,7,0.5832449805404636,0.24735189408710534,0.5894142031109755,0.31599522351890247,0.5955834256814874,0.3846385529506996,1-2-5-9
14,1,7,6,0.21840066693790594,0.278804006037228,0.47030242685911544,0.326195090704319,0.7222041867803249,0.37358617537141003,0-3-5-6-8
14,2,5,9,0.9641141436725957,0.1055482927319038,0.7825723472611426,0.2748797166061373,0.6010305508496893,0.4442111404803708,0-4-5-8
14,3,3,8,0.9107065318651458,0.141002290679207,0.6898859719434134,0.25087885264145054,0.4690654120216809,0.3607554146036941,1-5
14,4,5,2,0.47685074199563515,0.8966216038432366,0.6055473680504926,0.7116177811547642,0.7342439941053501,0.5266139584662917,2-5-6-9
14,5,6,5,0.7197301571054558,0.4427068231701602,0.6587785675820692,0.40160201945864865,0.5978269780586825,0.3604972157471371,0-1-2-3-4-7-8-9
14,6,6,3,0.7730429406333571,0.8467056280995965,0.5898823219206887,0.6714221336821972,0.4067217032080202,0.4961386392647979,1-4-7
14,7,5,9,0.5249137006905195,0.312990307913929,0.591267155803394,0.48997974414584167,0.6576206109162683,0.6669691803777543,5-6-9
14,8,3,9,0.6242963237572023,0.19016424082098105,0.6291889898312608,0.2329253074003725,0.6340816559053192,0.275686373979764,1-2-5
14,9,7,4,0.48008873500999194,0.7114950898635063,0.5281368150465052,0.5932063735585571,0.5761848950830185,0.4749176572536078,0-4-5-7
15,0,7,7,0.5832449805404636,0.24735189408710534,0.5894142031109755,0.31599522351890247,0.5955834256814874,0.3846385529506996,1-2-5-9
15,1,7,6,0.21840066693790594,0.278804006037228,0.47030242685911544,0.326195090704319,0.7222041867803249,0.37358617537141003,0-3-5-6-8
15,2,5,10,0.9641141436725957,0.1055482927319038,0.7825723472611426,0.2748797166061373,0.6010305508496893,0.4442111404803708,0-4-5-8
15,3,4,9,0.9107065318651458,0.141002290679207,0.6898859719434134,0.25087885264145054,0.4690654120216809,0.3607554146036941,1-5
15,4,5,2,0.47685074199563515,0.8966216038432366,0.6055473680504926,0.7116177811547642,0.7342439941053501,0.5266139584662917,2-5-6-9
15,5,6,6,0.7197301571054558,0.4427068231701602,0.6587785675820692,0.40160201945864865,0.5978269780586825,0.3604972157471371,0-1-2-3-4-7-8-9
15,6,7,3,0.7730429406333571,0.8467056280995965,0.5898823219206887,0.6714221336821972,0.4067217032080202,0.4961386392647979,1-4-7
15,7,5,10,0.5249137006905195,0.312990307913929,0.591267155803394,0.48997974414584167,0.6576206109162683,0.6669691803777543,5-6-9
15,8,4,9,0.6242963237572023,0.19016424082098105,0.6291889898312608,0.2329253074003725,0.6340816559053192,0.275686373979764,1-2-5
15,9,7,5,0.48008873500999194,0.7114950898635063,0.5281368150465052,0.5932063735585571,0.5761848950830185,0.4749176572536078,0-4-5-7
16,0,7,8,0.5832449805404636,0.24735189408710534,0.5894142031109755,0.31599522351890247,0.5955834256814874,0.3846385529506996,1-2-5-9
16,1,7,7,0.21840066693790594,0.278804006037228,0.47030242685911544,0.326195090704319,0.7222041867803249,0.37358617537141003,0-3-5-6-8
16,2,5,11,0.9641141436725957,0.1055482927319038,0.7825723472611426,0.2748797166061373,0.6010305508496893,0.4442111404803708,0-4-5-8
16,3,4,10,0.9107065318651458,0.141002290679207,0.6898859719434134,0.25087885264145054,0.4690654120216809,0.3607554146036941,1-5
16,4,6,3,0.47685074199563515,0.8966216038432366,0.6055473680504926,0.7116177811547642,0.7342439941053501,0.5266139584662917,2-5-6-9
16,5,6,6,0.7197301571054558,0.4427068231701602,0.6587785675820692,0.40160201945864865,0.5978269780586825,0.3604972157471371,0-1-2-3-4-7-8-9
16,6,7,4,0.7730429406333571,0.8467056280995965,0.5898823219206887,0.6714221336821972,0.4067217032080202,0.4961386392647979,1-4-7
16,7,6,10,0.5249137006905195,0.312990307913929,0.591267155803394,0.48997974414584167,0.6576206109162683,0.6669691803777543,5-6-9
16,8,4,10,0.6242963237572023,0.19016424082098105,0.6291889898312608,0.2329253074003725,0.6340816559053192,0.275686373979764,1-2-5
16,9,8,5,0.48008873500999194,0.7114950898635063,0.5281368150465052,0.5932063735585571,0.5761848950830185,0.4749176572536078,0-4-5-7
17,0,8,9,0.5832449805404636,0.24735189408710534,0.5894142031109755,0.31599522351890247,0.5955834256814874,0.3846385529506996,1-2-5-9
17,1,7,8,0.21840066693790594,0.278804006037228,0.47030242685911544,0.326195090704319,0.7222041867803249,0.37358617537141003,0-3-5-6-8
17,2,5,12,0.9641141436725957,0.1055482927319038,0.7825723472611426,0.2748797166061373,0.6010305508496893,0.4442111404803708,0-4-5-8
17,3,4,11,0.9107065318651458,0.141002290679207,0.6898859719434134,0.25087885264145054,0.4690654120216809,0.3607554146036941,1-5
17,4,7,3,0.47685074199563515,0.8966216038432366,0.6055473680504926,0.7116177811547642,0.7342439941053501,0.5266139584662917,2-5-6-9
17,5,6,7,0.7197301571054558,0.4427068231701602,0.6587785675820692,0.40160201945864865,0.5978269780586825,0.3604972157471371,0-1-2-3-4-7-8-9
17,6,7,4,0.7730429406333571,0.8467056280995965,0.5898823219206887,0.6714221336821972,0.4067217032080202,0.4961386392647979,1-4-7
17,7,6,10,0.5249137006905195,0.312990307913929,0.591267155803394,0.48997974414584167,0.6576206109162683,0.6669691803777543,5-6-9
17,8,5,10,0.6242963237572023,0.19016424082098105,0.6291889898312608,0.2329253074003725,0.6340816559053192,0.275686373979764,1-2-5
17,9,8,6,0.48008873500999194,0.7114950898635063,0.5281368150465052,0.5932063735585571,0.5761848950830185,0.4749176572536078,0-4-5-7
18,0,9,9,0.5832449805404636,0.24735189408710534,0.5894142031109755,0.31599522351890247,0.5955834256814874,0.3846385529506996,1-2-5-9
18,1,7,9,0.21840066693790594,0.278804006037228,0.47030242685911544,0.326195090704319,0.7222041867803249,0.37358617537141003,0-3-5-6-8
18,2,6,13,0.9641141436725957,0.1055482927319038,0.7825723472611426,0.2748797166061373,0.6010305508496893,0.4442111404803708,0-4-5-8
18,3,4,11,0.9107065318651458,0.141002290679207,0.6898859719434134,0.25087885264145054,0.4690654120216809,0.3607554146036941,1-5
18,4,7,4,0.47685074199563515,0.8966216038432366,0.6055473680504926,0.7116177811547642,0.7342439941053501,0.5266139584662917,2-5-6-9
18,5,7,7,0.7197301571054558,0.4427068231701602,0.6587785675820692,0.40160201945864865,0.5978269780586825,0.3604972157471371,0-1-2-3-4-7-8-9
18,6,7,5,0.7730429406333571,0.8467056280995965,0.5898823219206887,0.6714221336821972,0.4067217032080202,0.4961386392647979,1-4-7
18,7,7,10,0.5249137006905195,0.312990307913929,0.591267155803394,0.48997974414584167,0.6576206109162683,0.6669691803777543,5-6-9
18,8,5,11,0.6242963237572023,0.19016424082098105,0.6291889898312608,0.2329253074003725,0.6340816559053192,0.275686373979764,1-2-5
18,9,8,7,0.48008873500999194,0.7114950898635063,0.5281368150465052,0.5932063735585571,0.5761848950830185,0.4749176572536078,0-4-5-7
19,0,10,10,0.5832449805404636,0.24735189408710534,0.5894142031109755,0.31599522351890247,0.5955834256814874,0.3846385529506996,1-2-5-9
19,1,7,9,0.21840066693790594,0.278804006037228,0.47030242685911544,0.326195090704319,0.7222041867803249,0.37358617537141003,0-3-5-6-8
19,2,6,13,0.9641141436725957,0.1055482927319038,0.7825723472611426,0.2748797166061373,0.6010305508496893,0.4442111404803708,0-4-5-8
19,3,4,12,0.9107065318651458,0.141002290679207,0.6898859719434134,0.25087885264145054,0.4690654120216809,0.3607554146036941,1-5
19,4,7,4,0.47685074199563515,0.8966216038432366,0.6055473680504926,0.7116177811547642,0.7342439941053501,0.5266139584662917,2-5-6-9
19,5,8,8,0.7197301571054558,0.4427068231701602,0.6587785675820692,0.40160201945864865,0.5978269780586825,0.3604972157471371,0-1-2-3-4-7-8-9
19,6,8,5,0.7730429406333571,0.8467056280995965,0.5898823219206887,0.6714221336821972,0.4067217032080202,0.4961386392647979,1-4-7
19,7,7,11,0.5249137006905195,0.312990307913929,0.591267155803394,0.48997974414584167,0.6576206109162683,0.6669691803777543,5-6-9
19,8,5,12,0.6242963237572023,0.19016424082098105,0.6291889898312608,0.2329253074003725,0.6340816559053192,0.275686373979764,1-2-5
19,9,9,8,0.48008873500999194,0.7114950898635063,0.5281368150465052,0.5932063735585571,0.5761848950830185,0.4749176572536078,0-4-5-7
20,0,11,11,0.5832449805404636,0.24735189408710534,0.5894142031109755,0.31599522351890247,0.5955834256814874,0.3846385529506996,1-2-5-9
20,1,7,10,0.21840066693790594,0.278804006037228,0.47030242685911544,0.326195090704319,0.7222041867803249,0.37358617537141003,0-3-5-6-8
20,2,6,14,0.9641141436725957,0.1055482927319038,0.7825723472611426,0.2748797166061373,0.6010305508496893,0.4442111404803708,0-4-5-8
20,3,4,12,0.9107065318651458,0.141002290679207,0.6898859719434134,0.25087885264145054,0.4690654120216809,0.3607554146036941,1-5
20,4,8,5,0.47685074199563515,0.8966216038432366,0.6055473680504926,0.7116177811547642,0.7342439941053501,0.5266139584662917,2-5-6-9
20,5,8,8,0.7197301571054558,0.4427068231701602,0.6587785675820692,0.40160201945864865,0.5978269780586825,0.3604972157471371,0-1-2-3-4-7-8-9
20,6,8,5,0.7730429406333571,0.8467056280995965,0.5898823219206887,0.6714221336821972,0.4067217032080202,0.4961386392647979,1-4-7
